City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
333,Mount Gambier,-37.8333,140.7667,62.6,67,34,10.36,AU,scattered clouds
334,Pacific Grove,36.6177,-121.9166,57.2,67,90,10.36,US,overcast clouds
335,Morant Bay,17.8815,-76.4093,82.4,65,40,8.05,JM,scattered clouds
336,Port Hedland,-20.3167,118.5667,73.4,56,12,8.05,AU,few clouds
337,Gat,31.61,34.7642,70.0,30,2,1.99,IL,clear sky
338,Flinders,-34.5833,150.8552,73.99,85,52,3.0,AU,broken clouds
339,Allapalli,19.4167,80.0667,76.26,54,2,3.51,IN,clear sky
340,Tiarei,-17.5333,-149.3333,87.8,55,20,9.22,PF,few clouds
341,Boyolangu,-8.1181,111.8935,77.07,87,100,1.77,ID,overcast clouds
342,Nioro,13.35,-15.75,76.84,52,0,10.98,GM,clear sky
343,Mitchell,43.7094,-98.0298,86.0,16,1,16.11,US,clear sky
344,San Carlos,9.6612,-68.5827,80.8,69,99,2.86,VE,overcast clouds
345,Faya,18.3851,42.4509,64.4,27,11,4.61,SA,few clouds
346,Vila Do Maio,15.1333,-23.2167,75.2,43,0,23.02,CV,clear sky
